Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.972,1.843092436,,,
01.974,1.921870419,,,
01.976,1.91399262,,,
01.978,2.040037393,,,
01.980,2.158204367,,,
01.982,2.339393727,,,
01.984,2.14244877,,,
01.986,2.063670788,,,
01.988,1.669780874,,,
01.990,1.795825646,,,
01.992,1.937626015,,,
01.994,1.921870419,,,
01.996,2.110937577,,,
01.998,2.260615744,,,
02.000,2.378782719,,,
02.002,2.481194096,,,
02.004,2.221226753,,,
02.006,2.103059779,,,
02.008,1.717047663,,,
02.010,1.945503813,,,
02.012,2.103059779,,,
02.014,2.047915191,,,
02.016,2.158204367,,,
02.018,2.134570972,,,
02.020,2.37090492,,,
02.022,2.339393727,,,
02.024,2.197593358,,,
02.026,1.921870419,,,
02.028,1.638269681,,,
02.030,1.906114822,,,
02.032,1.937626015,,,
02.034,2.0085262,,,
02.036,2.118815375,,,
02.038,2.166082165,,,
02.040,2.292126938,,,
02.042,2.260615744,,,
02.044,2.079426384,,,
02.046,1.858848032,,,
02.048,1.5516139,,,
02.050,1.756436655,,,
02.052,1.811581243,,,
02.054,1.850970234,,,
02.056,2.079426384,,,
02.058,2.032159594,,,
02.060,2.18971556,,,
02.062,2.197593358,,,
02.064,1.984892805,,,
02.066,1.772192251,,,
02.068,1.575247294,,,
02.070,1.764314453,,,
02.072,1.764314453,,,
02.074,1.827336839,,,
02.076,1.992770603,,,
02.078,2.032159594,,,
02.080,2.244860148,,,
02.082,2.260615744,,,
02.084,2.047915191,,,
02.086,1.717047663,,,
02.088,1.496469312,,,
02.090,1.724925462,,,
02.092,1.78007005,,,
02.094,1.835214638,,,
02.096,1.992770603,,,
02.098,1.984892805,,,
02.100,2.260615744,,,
02.102,2.040037393,,,
02.104,1.811581243,,,
02.106,1.559491698,,,
